,ID,title,abstract,date,doi,author_corresponding,author_corresponding_institution,source,eligible,new
684,32839784,RNA-Based COVID-19 Vaccine BNT162b2 Selected for a Pivotal Efficacy Study.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections and the resulting disease, coronavirus disease 2019 (COVID-19), have spread to millions of people globally. Multiple vaccine candidates are under development, but no vaccine is currently available. Healthy adults 18-55 and 65-85 years of age were randomized in an ongoing, placebo-controlled, observer-blinded dose-escalation study to receive 2 doses at 21-day intervals of placebo or either of 2 lipid nanoparticle-formulated, ",16/12/2020,10.1101/2020.08.17.20176651,Edward E Walsh,NA,pubmed,pubmed,0
197,23015,COVID-19 vaccine response in pregnant and lactating women: a cohort study,"BackgroundPregnant and lactating women were excluded from initial COVID-19 vaccine trials; thus, data to guide vaccine decision-making are lacking. We sought to evaluate the immunogenicity and reactogenicity of COVID-19 mRNA vaccination in pregnant and lactating women.

Methods131 reproductive-age vaccine recipients (84 pregnant, 31 lactating, and 16 non-pregnant) were enrolled in a prospective cohort study at two academic medical centers. Titers of SARS-CoV-2 Spike and RBD IgG, IgA and IgM were quantified in participant sera (N=131), umbilical cord sera (N=10), and breastmilk (N=31) at baseline, 2nd vaccine dose, 2-6 weeks post 2nd vaccine, and delivery by Luminex, and confirmed by ELISA. Titers were compared to pregnant women 4-12 weeks from native infection (N=37). Post-vaccination symptoms were assessed. Kruskal-Wallis tests and a mixed effects model, with correction for multiple comparisons, were used to assess differences between groups.

ResultsVaccine-induced immune responses were equivalent in pregnant and lactating vs non-pregnant women. All titers were higher than those induced by SARS-CoV-2 infection during pregnancy. Vaccine-generated antibodies were present in all umbilical cord blood and breastmilk samples. SARS-CoV-2 specific IgG, but not IgA, increased in maternal blood and breastmilk with vaccine boost. No differences were noted in reactogenicity across the groups.

ConclusionsCOVID-19 mRNA vaccines generated robust humoral immunity in pregnant and lactating women, with immunogenicity and reactogenicity similar to that observed in non-pregnant women. Vaccine-induced immune responses were significantly greater than the response to natural infection. Immune transfer to neonates occurred via placental and breastmilk.",08/03/2021,10.1101/2021.03.07.21253094,Galit Alter,"Ragon Institute of MGH, MIT, and Harvard, Cambridge, MA, USA",medrxiv,Pregnant cohort,0
1213,33582489,Longitudinal analysis of antibody response following SARS-CoV-2 infection in pregnancy: From the first trimester to delivery.,"We report herein the longest-lasting study of SARS-CoV-2 antibody profile in pregnancy, from first trimester-infection to delivery. Seventeen out of 164 pregnant women tested positive for COVID-19. Throughout pregnancy, the neutralizing antibody titer remained stable, whilst a significant decline in the non-neutralizing antibodies was observed after 16 weeks of gestation. All the newborns of women who developed IgG antibodies showed the presence of the same antibodies in arterial cord blood. Kno",08/03/2021,10.1016/j.jri.2021.103285,Stefano Cosma,"Gynecology and Obstetrics 1, Department of Surgical Sciences, City of Health and Science, University of Turin, Turin, Italy",pubmed,Pregnant cohort,0
178,22392,Real-time analysis of a mass vaccination effort confirms the safety of FDA-authorized mRNA vaccines for COVID-19 from Moderna and Pfizer/BioNtech,"As the COVID-19 vaccination campaign unfolds as one of the most rapid and widespread in history, it is important to continuously assess the real-world safety of the FDA-authorized vaccines. Curation from large-scale electronic health records (EHRs) allows for near real-time safety evaluations that were not previously possible. Here, we advance context- and sentiment-aware deep neural networks over the multi-state Mayo Clinic enterprise (Minnesota, Arizona, Florida, Wisconsin) for automatically curating the adverse effects mentioned by healthcare providers in over 108,000 EHR clinical notes between December 1st 2020 and February 8th 2021. We retrospectively compared the clinical notes of 31,029 individuals who received at least one dose of the Pfizer/BioNTech or Moderna mRNA vaccine to those of 30,933 unvaccinated individuals who were propensity matched by demographics, residential location, and history of prior SARS-CoV-2 testing. We find that vaccinated and unvaccinated individuals were seen in the clinic at similar rates within 21 days of the first or second actual or assigned vaccination date (first dose Odds Ratio = 1.14, 95% CI: 1.10-1.18; second dose Odds Ratio = 0.91, 95% CI: 0.86-0.96). Further, the incidence rates of all surveyed adverse effects were similar or lower in vaccinated individuals compared to unvaccinated individuals after either vaccine dose, although myalgia was modestly increased within 7 days of the second dose when considering only pairs of matched individuals who each had at least one clinical note in this time window (Incidence Rate Ratio = 2.5, 95% CI: 1.1-6.7). Finally, the most frequently documented adverse effects within 7 days of each vaccine dose were fatigue (Dose 1: 1.75%, Dose 2: 1.18%), nausea (Dose 1: 1.03%, Dose 2: 0.84%), myalgia (Dose 1: 0.41%; Dose 2: 0.43%), diarrhea (Dose 1: 0.65%; Dose 2: 0.45%), arthralgia (Dose 1: 0.64%; Dose 2: 0.57%), erythema (Dose 1: 0.56%; Dose 2: 0.44%), vomiting (Dose 1: 0.44%, Dose 2: 0.29%) and fever (Dose 1: 0.21%; Dose 2: 0.18%). These frequencies of adverse event documentation in EHR notes are 2.1 times (95% CI: [1.5, 3.0]) to 1500 times (95% CI: [670, 2800]) lower than the frequencies of adverse events recorded via active solicitation during clinical trials or post-marketing surveillance, with headache after second vaccination showing the highest ratio of trial reporting to EHR documentation. This rapid and timely analysis of EHR notes from 31,029 vaccinated individuals highlights the rarity of vaccine-associated adverse effects requiring clinical attention and reaffirms the tolerability of the FDA-authorized COVID-19 vaccines in practice.",27/02/2021,10.1101/2021.02.20.21252134,Venky Soundararajan,nference,medrxiv,Post-implementation safety,0
218,23575,Evaluating the neutralizing ability of a CpG-adjuvanted S-2P subunit vaccine against SARS-CoV-2 Variants of Concern,"Vaccination is currently the best weapon to control the COVID-19 pandemic. However, an alarming number of novel variants termed Variants of Concern (VoC) were found to harbor mutations that diminished the neutralizing capacity of antibodies elicited by the vaccines. We have investigated the neutralizing titers of antibodies from sera of humans and rats immunized with the MVC-COV1901 vaccine against pseudoviruses coated with the wildtype, D614G, B.1.1.7, or B.1.351 spike proteins. Rats vaccinated with two doses of adjuvanted S-2P retained neutralization activities against the B.1.351 variant, albeit with a slight reduction compared to wildtype. Phase 1 vaccinated subjects showed more reduced neutralization abilities against the B.1.351 variant. The study is among the first, to our knowledge, to demonstrate dose-dependent neutralizing responses against VoCs, particularly against B.1.351, from different doses of antigen in a clinical trial for a subunit protein COVID-19 vaccine. The appearance of vaccine escape variants is a growing concern facing many current COVID-19 vaccines and therapeutics. Strategies should be adopted against the ever-changing nature of these variants. The observations of this study grant us valuable insight into preemptive strikes against current and future variants.",22/03/2021,10.1101/2021.03.19.21254000,Charles Chen,Medigen Vaccine Biologics Corporation,medrxiv,Phase I re-analysis,1
164,21360,"Impact of age, gender, ethnicity and prior disease status on immunogenicity following administration of a single dose of the BNT162b2 mRNA Covid-19 Vaccine: real-world evidence from Israeli healthcare workers, December-January 2020","The Pfizer Covid-19 vaccine showed high efficacy in clinical trials but observational data from populations not included in trials are needed. We described immunogenicity 21 days post-dose 1 among 514 Israeli healthcare workers by age, gender, ethnicity and prior COVID19 infection. Immunogenicity was similar by gender and ethnicity but decreased with age. Those with prior infection had antibody titres one magnitude order higher than naive individuals regardless of the presence of detectable IgG antibodies pre-vaccination.",31/01/2021,10.1101/2021.01.27.21250567,Michael Edelstein,"Ziv Medical Centre, Bar-Ilan University",medrxiv,Observational immunogenicity,0
212,23422,Interim results of the safety and immune-efficacy of 1 versus 2 doses of COVID-19 vaccine BNT162b2 for cancer patients in the context of the UK vaccine priority guidelines,"BackgroundThe efficacy and safety profile of vaccines against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) have not been definitively established in immunocompromised patient populations. Patients with a known cancer diagnosis were hitherto excluded from trials of the vaccines currently in clinical use.

MethodsThis study presents data on the safety and immune efficacy of the BNT162b2 (Pfizer-BioNTech) vaccine in 54 healthy controls and 151 mostly elderly patients with solid and haematological malignancies, respectively, and compares results for patients who were boosted with BNT162b2 at 3 weeks versus those who were not. Immune efficacy was measured as antibody seroconversion, T cell responses, and neutralisation of SARS-CoV-2 Wuhan strain and of a variant of concern (VOC) (B.1.1.7). We also collected safety data for the BNT162b2 vaccine up to 5 weeks following first dose.

FindingsThe vaccine was largely well tolerated. However, in contrast to its very high performance in healthy controls (>90% efficacious), immune efficacy of a single inoculum in solid cancer patients was strikingly low (below 40%) and very low in haematological cancer patients (below 15%). Of note, efficacy in solid cancer patients was greatly and rapidly increased by boosting at 21-days (95% within 2 weeks of boost). Too few haematological cancer patients were boosted for clear conclusions to be drawn.

ConclusionsDelayed boosting potentially leaves most solid and haematological cancer patients wholly or partially unprotected, with implications for their own health; their environment and the evolution of VOC strains. Prompt boosting of solid cancer patients quickly overcomes the poor efficacy of the primary inoculum in solid cancer patients.

RESEARCH IN CONTEXTO_ST_ABSEvidence before this studyC_ST_ABSSome cancer patients have been shown to exhibit sustained immune dysregulation, inefficient seroconversion and prolonged viral shedding as a consequence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection. Consequently, their exclusion and, in particular, the exclusion of patients receiving systemic anti-cancer therapies, from the registry trials of the 5 approved COVID-19 vaccines raises questions about the efficacy and safety of SARS-CoV-2 vaccination in this patient population. In addition, whilst the change in the UKs dosing interval to 12-weeks aimed to maximise population coverage, it is unclear whether this strategy is appropriate for cancer patients and those on systemic anti-cancer therapies.

Added value of this studyWe report that the RNA-based SARS-CoV-2 BNT162b2 vaccine administered in cancer patients was well tolerated, and we provide first insights into both antibody and T cell responses to the vaccine in an immunocompromised patient population.

Implications of all the available evidenceIn cancer patients, one dose of 30ug of BNT162b2 yields poor vaccine efficacy, as measured by seroconversion rates, viral neutralisation capacity and T cell responses, at 3- and 5-weeks following the first inoculum. Patients with solid cancers exhibited a significantly greater response following a booster at 21-days. These data support prioritisation of cancer patients for an early (21-day) second dose of the BNT162b2 vaccine. Given the globally poor responses to vaccination in patients with haematological cancers, post-vaccination serological testing, creation of herd immunity around these patients using a strategy of  ring vaccination, and careful follow-up should be prioritised.",17/03/2021,10.1101/2021.03.17.21253131,Sheeba Irshad,"Comprehensive Cancer Centre, School of Cancer & Pharmaceutical Sciences, Kings College London, London, UK / Breast Cancer Now Research Unit, Kings College Londo",medrxiv,Observational immunogenicity,0
213,23476,Serological response to COVID-19 vaccination in IBD patients receiving biologics,"ObjectiveThe impact of medications on COVID-19 vaccine efficacy in IBD patients is unknown, as patients with immunosuppressed states and/or treated with immunosuppressants were excluded from vaccine trials. To address this, we evaluated serological responses to COVID-19 vaccination with the SARS-CoV-2 spike (S) mRNA BNT162b2 (Pfizer-BioNTech) and mRNA-1273 (NIH-Moderna) vaccines in IBD patients enrolled in an ongoing SARS-CoV-2 sero-survey at the Icahn School of Medicine at Mount Sinai in New York City.

DesignWe obtained sera from 48 patients who had undergone vaccination with one or two vaccine doses. Sera were tested for SARS-CoV-2 anti-RBD total immunoglobulins and IgG (Siemens COV2T and sCOVG assays), anti-Spike IgG (in-house ELISA), and anti-nucleocapsid antibodies (Roche).

ResultsAll IBD patients (15/15) who completed two-dose vaccine schedules achieved seroconversion to high levels. Two IBD patients with history of COVID-19 infections and who were seropositive at baseline seroconverted to high levels after the first dose. Concurrent biologic use was 85% (41/48), including 33% of patients (16) on TNF antagonist monotherapy, 42% (17) on vedolizumab monotherapy, 6% (3) on vedolizumab combination therapy with thiopurine, and 8% (4) ustekinumab; 1 patient was receiving guselkumab for psoriasis. Three patients (6%) were on oral steroids at the time of vaccination.

ConclusionIBD patients receiving biologics can seroconvert with robust serological responses after complete Pfizer-BioNTech and NIH-Moderna COVID-19 vaccination. In IBD-patients with previous SARS-CoV-2 seroconversion, a single dose of either vaccine can induce high index values, mirroring findings from the general population.",20/03/2021,10.1101/2021.03.17.21253848,Serre-Yu Wong,Icahn School of Medicine at Mount Sinai,medrxiv,Observational immunogenicity,0
216,23623,"COVID-19 Infection Risk amongst 14,104 Vaccinated Care Home Residents: A national observational longitudinal cohort study in Wales, United Kingdom, December 2020 to March 2021","BackgroundVaccinations for COVID-19 have been prioritised for older people living in care homes. However, vaccination trials included limited numbers of older people.

AimWe aimed to study infection rates of SARS-CoV-2 for older care home residents following vaccination and identify factors associated with increased risk of infection.

Study Design and SettingWe conducted an observational data-linkage study including 14,104 vaccinated older care home residents in Wales (UK) using anonymised electronic health records and administrative data.

MethodsWe used Cox proportional hazards models to estimate hazard ratios (HRs) for the risk of testing positive for SARS-CoV-2 infection following vaccination, after landmark times of either 7 or 21-days post-vaccination. We adjusted hazard ratios for age, sex, frailty, prior SARS-CoV-2 infections and vaccination type.

ResultsWe observed a small proportion of care home residents with positive PCR tests following vaccination 1.05% (N=148), with 90% of infections occurring within 28-days. For the 7-day landmark analysis we found a reduced risk of SARS-CoV-2 infection for vaccinated individuals who had a previous infection; HR (95% confidence interval) 0.54 (0.30,0.95), and an increased HR for those receiving the Pfizer-BioNTECH vaccine compared to the Oxford-AstraZeneca; 3.83 (2.45,5.98). For the 21-day landmark analysis we observed high HRs for individuals with low and intermediate frailty compared to those without; 4.59 (1.23,17.12) and 4.85 (1.68,14.04) respectively.

ConclusionsIncreased risk of infection after 21-days was associated with frailty. We found most infections occurred within 28-days of vaccination, suggesting extra precautions to reduce transmission risk should be taken in this time frame.",24/03/2021,10.1101/2021.03.19.21253940,Joe Hollinghurst,Swansea University,medrxiv,Effectiveness,1
165,21332,The effectiveness of the first dose of BNT162 b 2 vaccine in reducing SARS-CoV-2 infection 13-24 days after immunization: real-world evidence,"BackgroundBNT162b2 vaccines showed high efficacy against COVID-19 in a randomised controlled phase-III trial. A vaccine effectiveness evaluation in real life settings is urgently needed, especially given the global disease surge. Hence, we assessed the short-term effectiveness of the first dose of BNT162b2-vaccine against SARS-CoV-2 infection. Given the BNT162b2 Phase-III results, we hypothesized that the cumulative incidence of SARS-CoV-2 infection among vaccinees will decline after 12 days following immunization compared to the incidence during the preceding days.

MethodsWe conducted a retrospective cohort study using data from 2{middle dot}6 million-member state-mandated health provider in Israel. Study population consisted of all members aged 16 or above years who were vaccinated with BNT162b2-vaccine between December/19/2020 and January/15/2021. We collected information regarding medical history and positive SARS-CoV-2 polymerase chain reaction test from days after first dose to January/17/2021. Daily and cumulative infection rates in days 13-24 were compared to days 1-12 after first dose using Kaplan-Meier survival analysis and generalized linear models.

FindingsData of 503,875 individuals (mean age 59{middle dot}7 years SD=14{middle dot}7, 47{middle dot}8% males) were analysed, of whom 351,897 had 13-24 days of follow-up. The cumulative incidence of SARS-CoV-2 infection was 0{middle dot}57% (n=2484) during days 1-12 and 0{middle dot}27% (n=614) in days 13-24. A 51{middle dot}4% relative risk reduction (RRR) was calculated in weighted-average daily incidence of SARS-CoV-2 infection from 43{middle dot}41-per-100,000(SE=12{middle dot}07) in days 1-12 to 21{middle dot}08-per-100,000(SE=6{middle dot}16) in days 13-24 following immunization. The decrement in incidence was evident from day 18 after first dose. Similar RRRs were calculated in individuals aged 60 or above (44.5%), younger individuals (50.2%), females (50.0%) and males (52.1%). Findings were similar in sub-populations and patients with various comorbidities.

ConclusionsWe demonstrated an effectiveness of 51% of BNT162b2 vaccine against SARS-CoV-2 infection 13-24 days after immunization with the first dose. Immunization with the second dose should be continued to attain the anticipated protection.

Research in contextO_ST_ABSEvidence before this studyC_ST_ABSWe searched PubMed for follow-up studies regarding the effectiveness of BNT162b2 mRNA Covid-19 Vaccine without any language restrictions. The search terms were (BNT162b2 OR mRNA Covid-19 Vaccine) AND (effectiveness OR real-world OR phase IV) until Jan 15, 2021. We found no relevant observational studies among humans. We also assessed Phase II and Phase III clinical trials with BNT162b2 mRNA vaccine.

Added value of this studyTo our knowledge, this is the first and largest phase IV study on the effectiveness of the BNT162b2 mRNA COVID-19 vaccine in real-world settings. Our findings showed that the first dose of the vaccine is associated with an approximately 51% reduction in the incidence of PCR-confirmed SARS-CoV-2 infections at 13 to 24 days after immunization compared to the rate during the first 12 days. Similar levels of effectiveness were found across age groups, sex, as well as among individuals residing in Arab or ultra-orthodox Jewish communities that display an increased COVID-19 risk.

Implications of all the available evidenceThe study results indicate that in real life the first dose of the new BNT162b2 mRNA COVID-19 vaccine confers around 50% protection against overall SARS-CoV-2 infections (symptomatic or asymptomatic). Together our findings and the 95% efficacy shown in the phase III trial, suggest that the BNT162b2 vaccine should be administered in two doses to achieve maximum protection and impact in terms of disease burden reduction and possibly reducing SARS-CoV-2 transmission. COVID-19 vaccines should be urgently deployed globally.",29/01/2021,10.1101/2021.01.27.21250612,Gabriel Chodcik,Maccabitech,medrxiv,Effectiveness,0
