,ID,title,abstract,date,doi,author_corresponding,author_corresponding_institution,source,eligible,new
322,32620409,Life-saving effect of convalescent plasma treatment in covid-19 disease: Clinical trial from eastern Anatolia.,Convalescent Plasma (CP) therapy is of interest as no vaccine or specific treatment is available for emerging viruses such as severe acute respiratory syndrome coronavirus 2 causing Covid-19. It was aimed to report the results of our patients who underwent CP in the treatment of Covid-19. CP treatment was applied to 26 Covid-19 patients in intensive care unit who had quantitative reverse transcriptase-polymerase chain reaction positive Sars-Cov-2 infection. Plasma was collected at least 14 days ,04/12/2020,10.1016/j.transci.2020.102867,Mehmet Ali Erkurt,"Inonu University, Turgut Ozal Medical Center, Adult Hematology Department, Malatya, Turkey. Electronic address: erkurtali@hotmail",pubmed,0,0
323,32615862,Profiles of COVID-19 clinical trials in the Chinese Clinical Trial Registry.,"The COVID-19 pandemic has caused a global public health crisis. There is a pressing need for evidence-based interventions to address the devastating clinical and public health effects of the COVID-19 pandemic. The Chinese scientists supported by private and government resources have adopted extensive efforts to identify effective drugs against the virus. To date, a large number of clinical trials addressing various aspects of COVID19 have been registered in the Chinese Clinical Trial Registry (C",04/08/2020,10.1080/22221751.2020.1791736,Peng Xu,"Neurology Department, The A...liated Hospital to Changchun University of Chinese Medicine, Changchun, People's Republic of China",pubmed,0,0
324,32610334,COVID-19 Infection and Neurological Complications: Present Findings and Future Predictions.,"The present outbreak caused by SARS-CoV-2, an influenza virus with neurotropic potential, presents with neurological manifestations in a large proportion of the affected individuals. Disorders of the central and peripheral nervous system are all present, while stroke, ataxia, seizures, and depressed level of consciousness are more common in severely affected patients. People with these severe complications are most likely elderly with medical comorbidities, especially hypertension and other vasc",28/10/2020,10.1159/000508991,Ettore Beghi,"Department of Neuroscience, Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Milan, Italy, ettore.beghi@marionegri",pubmed,0,0
325,32607526,Cost Benefit Analysis of Limited Reopening Relative to a Herd Immunity Strategy or Shelter in Place for SARS-CoV-2 in the United States.,"Fierce debate about the health and financial tradeoffs presented by different COVID-19 pandemic mitigation strategies highlights the need for rigorous quantitative evaluation of policy options. To quantify the economic value of the costs and benefits of a policy of continued limited reopening with social distancing relative to alternative COVID-19 response strategies in the United States. We estimate the number and value of quality-adjusted life-years (QALY) gained from mortality averted, with a",28/09/2020,10.1101/2020.06.26.20141044,Robert B Schonberger,NA,pubmed,0,0
326,32607505,COVID-19 Clinical Research.,"While the global COVID-19 pandemic has challenged the entire humanity and health systems, it also triggered researchers to urgently perform clinical trials to assess the safety and efficacy of many agents and modalities to combat COVID-19. As of April 22, over 650 clinical studies have been registered both in USA and internationally. Results from these studies are also coming at a brisk pace in this unprecedented emergency. We searched the NCI website and Medline and summarize various national a",28/09/2020,10.33696/Signaling.1.006,Jeffrey Chi,"Northwell Health Cancer Institute, Donald and Barbara Zucker School of Medicine at Hofstra, Feinstein Institute for Medical Research, Lake Success, NY, USA",pubmed,0,0
327,32605278,Exploring Sodium Glucose Co-Transporter-2 (SGLT2) Inhibitors for Organ Protection in COVID-19.,"Hospital admissions and mortality from the Coronavirus disease 2019 (COVID-19) pandemic are spreading throughout the world, and second and third waves are thought to be likely. Risk factors for severe COVID-19 include diabetes, chronic kidney disease and cardiovascular disease. Currently, there is no vaccine and no approved therapy. Therapeutic approaches are aimed at preventing viral replication and spread, limiting the impact of the inflammatory overdrive (cytokine storm), preventing thromboem",28/09/2020,10.3390/jcm9072030,Beatriz Fernandez-Fernandez,"IIS-Fundaci..n Jim..nez Diaz, Department of Medicine, School of Medicine, Universidad Aut..noma de Madrid, 28029 Madrid, Spain",pubmed,0,0
328,32604775,A Comprehensive Analysis of Clinical Trials in the COVID-19 Pandemic Era.,"Background and objective: Despite medical advances, we are facing the unprecedented disaster of the coronavirus disease 2019 (COVID-19) pandemic without available treatments and effective vaccines. As the COVID-19 pandemic has approached its culmination, desperate efforts have been made to seek proper treatments and response strategies, and the number of clinical trials has been rapidly increasing. In this time of the pandemic, it is believed that learning lessons from it would be meaning",07/07/2020,10.3390/medicina56060315,Jinhee Lee,"Department of Psychiatry, Yonsei University, Wonju College of Medicine, Wonju Kangwon 26426, Korea",pubmed,0,0
329,32601655,Enhancing global health communication during a crisis: lessons from the COVID-19 pandemic.,"The understanding and practice of public health crisis communication are improved through the study of responses to past crises, but require retooling for present challenges. The 'Addressing Ebola and other outbreaks' checklist contains guiding principles built upon maxims developed from a World Health Organization consultation in response to the mad cow (bovine spongiform encephalopathy) crisis that were later adopted for Ebola. The purpose of this article is to adapt the checklist for the heal",06/07/2020,10.17061/phrp3022010,Scott C Ratzan,"CUNY Graduate School of Public Health and Health Policy, City University of New York, US",pubmed,0,0
330,32600908,"Emerging manufacturers engagements in the COVID -19 vaccine research, development and supply.","The World Health Organization declared the COVID-19 disease as a pandemic requiring a rapid response. Through online search, direct communication with network members and an internal survey, engagements of developing countries' vaccine manufacturers' network members in the research and development of COVID-19 vaccines and their capacities in the manufacturing, fill-finish and distribution of vaccines were assessed. Currently, 19 network members engaged in research and development of COVID-19 vac",20/07/2020,10.1016/j.vaccine.2020.06.022,Sonia Pagliusi,"DCVMN International, Route de Crassier 7, 1262 Eysins-Nyon, Switzerland. Electronic address: s.pagliusi@dcvmn",pubmed,0,0
331,32591957,"Once we have it, will we use it? A European survey on willingness to be vaccinated against COVID-19.",NA,20/08/2020,10.1007/s10198-020-01208-6,Sebastian Neumann-B..hme,"Erasmus School of Health Policy and Management, Erasmus University Rotterdam, Rotterdam, The Netherlands. neumann@eshpm.eur",pubmed,0,0
332,32584199,Human and novel coronavirus infections in children: a review.,"Coronaviruses, seven of which are known to infect humans, can cause a spectrum of clinical presentations ranging from asymptomatic infection to severe illness and death. Four human coronaviruses (hCoVs)-229E, HKU1, NL63 and OC43-circulate globally, commonly infect children and typically cause mild upper respiratory tract infections. Three novel coronaviruses of zoonotic origin have emerged during the past two decades: severe acute respiratory syndrome coronavirus (SARS-CoV-1), Middle East respir",25/06/2020,10.1080/20469047.2020.1781356,Nipunie Rajapakse,"Division of Pediatric Infectious Diseases, Department of Pediatric and Adolescent Medicine, Mayo Clinic , Rochester, MN, USA",pubmed,0,0
333,32577668,"Improving Precision and Power in Randomized Trials for COVID-19 Treatments Using Covariate Adjustment, for Binary, Ordinal, and Time-to-Event Outcomes.",Time is of the essence in evaluating potential drugs and biologics for the treatment and prevention of COVID-19. There are currently over 400 clinical trials (phase 2 and 3) of treatments for COVID-19 registered on clinicaltrials.gov. Covariate adjustment is a statistical analysis method with potential to improve precision and reduce the required sample size for a substantial number of these trials. Though covariate adjustment is recommended by the U.S. Food and Drug Administration and the Europ,29/09/2020,10.1101/2020.04.19.20069922,David Benkeser,"Department of Biostatistics and Bioinformatics, Emory University",pubmed,0,0
334,32577634,SARS-CoV-2 mRNA Vaccine Development Enabled by Prototype Pathogen Preparedness.,"A SARS-CoV-2 vaccine is needed to control the global COVID-19 public health crisis. Atomic-level structures directed the application of prefusion-stabilizing mutations that improved expression and immunogenicity of betacoronavirus spike proteins. Using this established immunogen design, the release of SARS-CoV-2 sequences triggered immediate rapid manufacturing of an mRNA vaccine expressing the prefusion-stabilized SARS-CoV-2 spike trimer (mRNA-1273). Here, we show that mRNA-1273 induces both po",28/09/2020,10.1101/2020.06.11.145920,Kizzmekia S Corbett,Vaccine Research Center,pubmed,0,0
